id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_text
103044,es,"@Hearts_Archer Obvio, la mayoría son putas como ya sabes quien, pero tú serías una clara excepción ;)",6,"['Annotator_163', 'Annotator_164', 'Annotator_165', 'Annotator_166', 'Annotator_167', 'Annotator_168']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Mexico', 'Canada', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['DIRECT', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL', '-', 'DIRECT']","[['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"obvio, la mayoría son putas como ya sabes quien, pero tú serías una clara excepción","Of course, most of them are whores like you know who, but you would be a clear exception."
103045,es,"Dios mío, me mato donde eso pase, que putas? No puede pasar ni por el putas",6,"['Annotator_163', 'Annotator_164', 'Annotator_165', 'Annotator_166', 'Annotator_167', 'Annotator_168']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Mexico', 'Canada', 'Portugal', 'Portugal']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']","['-', '-', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', 'DIRECT']","[['-'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION']]",TRAIN_ES,"dios mío, me mato donde eso pase, que putas? no puede pasar ni por el putas","My God, I'll kill myself wherever that happens, what the fuck can't go through the whores."
103046,es,"Asi me pasa, que como siempre me toca currar de tarde me levanto tarde como buena vaga, pero luego el dia que me toca de mañana y encima abrir las paso putas para levantarme ✨",6,"['Annotator_181', 'Annotator_182', 'Annotator_183', 'Annotator_184', 'Annotator_185', 'Annotator_186']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Venezuela', 'Mexico', 'Mexico', 'Panama', 'Spain', 'Spain']","['NO', 'NO', 'NO', 'YES', 'NO', 'YES']","['-', '-', '-', 'DIRECT', '-', 'DIRECT']","[['-'], ['-'], ['-'], ['OBJECTIFICATION'], ['-'], ['OBJECTIFICATION']]",TRAIN_ES,"asi me pasa, que como siempre me toca currar de tarde me levanto tarde como buena vaga, pero luego el dia que me toca de mañana y encima abrir las paso putas para levantarme","So it happens to me, that since it is always my turn to work in the afternoon I wake up late as a good vagar, but then the day that it is my turn tomorrow and above to open the steps whores to get up"
103047,es,@Las2Orillas @CeDemocratico @AlvaroUribeVel @tomasuribeEco @OIZuluaga @MariaFdaCabal Ole y ese de donde putas salió?,6,"['Annotator_301', 'Annotator_302', 'Annotator_303', 'Annotator_304', 'Annotator_305', 'Annotator_306']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'Chile', 'Portugal', 'Italy', 'Portugal']","['NO', 'NO', 'YES', 'YES', 'YES', 'NO']","['-', '-', 'DIRECT', 'DIRECT', 'DIRECT', '-']","[['-'], ['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['OBJECTIFICATION'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,ole y ese de donde putas salió?,Where the fuck did he come from?
103048,es,"Que todas putas y mentirosas , que todos gatos y mentirosos. Que lastima me da que todavía tengan esa mentalidaddd, tenes 12 años o que??",6,"['Annotator_121', 'Annotator_122', 'Annotator_123', 'Annotator_124', 'Annotator_125', 'Annotator_126']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Spain', 'Poland', 'Mexico', 'Mexico', 'Mexico']","['YES', 'NO', 'NO', 'NO', 'YES', 'YES']","['DIRECT', '-', '-', '-', 'JUDGEMENTAL', 'DIRECT']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-'], ['UNKNOWN'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"que todas putas y mentirosas , que todos gatos y mentirosos. que lastima me da que todavía tengan esa mentalidaddd, tenes 12 años o que??","That all whores and liars, that all cats and liars. that hurt me that they still have that mentalitydd, you're 12 years old or what?"
103049,es,nonono increíble se me tiran las putas al auto se me avalanchan las yeguas se me tiran encima del capó lpm se me tiran se me arrojan es increíble las putas las trolas,6,"['Annotator_379', 'Annotator_380', 'Annotator_381', 'Annotator_382', 'Annotator_383', 'Annotator_384']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree']","['Portugal', 'Portugal', 'Spain', 'Spain', 'Poland', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,nonono increíble se me tiran las putas al auto se me avalanchan las yeguas se me tiran encima del capó lpm se me tiran se me arrojan es increíble las putas las trolas,I can't believe the whores are thrown into my car. I'm being backed by the mares. They're throwing themselves at me on the hood. They're throwing themselves at me. It's amazing.
103050,es,denuncie las cuentas en todas las putas categorías twitter sirve de algo y bajalas rapido,6,"['Annotator_307', 'Annotator_308', 'Annotator_309', 'Annotator_310', 'Annotator_311', 'Annotator_312']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Less than high school diploma']","['Spain', 'Mexico', 'Portugal', 'Portugal', 'Portugal', 'Chile']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","['-', '-', '-', '-', '-', '-']","[['-'], ['-'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,denuncie las cuentas en todas las putas categorías twitter sirve de algo y bajalas rapido,report the accounts in all the fucking categories twitter serves something and download them quickly
103051,es,@lph_news Artate tu madre cristiano cara de pija pícaro corrupto 🖕🖕🖕🖕 hijo de mil putas,6,"['Annotator_343', 'Annotator_344', 'Annotator_345', 'Annotator_346', 'Annotator_347', 'Annotator_348']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Portugal', 'Ireland', 'Italy', 'Spain']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']","['DIRECT', 'DIRECT', 'DIRECT', '-', 'DIRECT', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,artate tu madre cristiano cara de pija pícaro corrupto hijo de mil putas,artate your Christian mother face of dirty rogue son of a thousand whores
103052,es,@CarlosLoret Hincha t p m mierda ya no se comen tus putas mentiras la gente ya despertó  y tu pinche mercenario,6,"['Annotator_193', 'Annotator_194', 'Annotator_195', 'Annotator_196', 'Annotator_197', 'Annotator_198']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Master’s degree', 'Master’s degree']","['Portugal', 'Mexico', 'Portugal', 'Peru', 'Colombia', 'Mexico']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']","['DIRECT', '-', 'JUDGEMENTAL', '-', '-', '-']","[['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['-'], ['-'], ['-']]",TRAIN_ES,hincha t p m mierda ya no se comen tus putas mentiras la gente ya despertó y tu pinche mercenario,bloat p m shit no longer eat your fucking lies people already awoke and your mercenary pinche
103053,es,@rennoaltocampoo Pues que se lo meta en su casa y le pague él la manutención y las putas.,6,"['Annotator_85', 'Annotator_86', 'Annotator_87', 'Annotator_88', 'Annotator_89', 'Annotator_90']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Cuba', 'United Kingdom', 'Spain', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'REPORTED', '-', 'DIRECT']","[['SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['OBJECTIFICATION'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,pues que se lo meta en su casa y le pague él la manutención y las putas.,Then let him put it in his house and pay him maintenance and whores.
103054,es,**le da un aneurisma de la hijueputa piedra y se muere**¿Por qué putas Netflix tiene que adaptar mis animes favoritos a Live Action?Whyyyyyy ahdjsjdjjd**Se acuerda del bodrio de Live Action de FMA y ahí si le da un soponcio** https://t.co/FThq3800Z7,6,"['Annotator_295', 'Annotator_296', 'Annotator_297', 'Annotator_298', 'Annotator_299', 'Annotator_300']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Portugal', 'Spain', 'Portugal', 'Italy', 'Mexico']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","['-', 'DIRECT', '-', '-', '-', '-']","[['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-'], ['-']]",TRAIN_ES,le da un aneurisma de la hijueputa piedra y se muerepor qué putas netflix tiene que adaptar mis animes favoritos a live action?whyyyyyy ahdjsjdjjdse acuerda del bodrio de live action de fma y ahí si le da un soponcio,gives her an aneurysm of the stone hyjueputa and dies why whores netflix has to adapt my favorite animes to live action?whyyyyyy ahdjsjdjdd remembers the bodrio of live action de fma and there if you give her a soponcio
103055,es,"Si, significa que vas a estar a las putas 8 y si no te gusta no quedas a las putas 8 https://t.co/u266fRc23O",6,"['Annotator_91', 'Annotator_92', 'Annotator_93', 'Annotator_94', 'Annotator_95', 'Annotator_96']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Mexico', 'Chile', 'United Kingdom', 'Spain', 'Portugal', 'Portugal']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","['DIRECT', '-', 'DIRECT', '-', 'DIRECT', 'DIRECT']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['-'], ['SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE']]",TRAIN_ES,"si, significa que vas a estar a las putas 8 y si no te gusta no quedas a las putas 8","Yeah, it means you're gonna be at whores eight and if you don't like it, you don't stay at bitches eight."
103056,es,@DrDanielGollan jajajaj hijo de mil putas mal nacido....hablas de los 90 como si fuese ajeno a tu partido politco... la reconcha de tu madre.... preguntale a tu jefa cuando lo recibian al turco en santa cruz y la que hicieron con regalias petroleras.... sorete mal cagado,6,"['Annotator_343', 'Annotator_344', 'Annotator_345', 'Annotator_346', 'Annotator_347', 'Annotator_348']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Portugal', 'Ireland', 'Italy', 'Spain']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,jajajaj hijo de mil putas mal nacido....hablas de los 90 como si fuese ajeno a tu partido politco... la reconcha de tu madre.... preguntale a tu jefa cuando lo recibian al turco en santa cruz y la que hicieron con regalias petroleras.... sorete mal cagado,Hahahaj son of a thousand whores badly born... you speak of the 90s as if it were foreign to your political party... your mother's rebuttal... ask your boss when he was received by the Turk on a holy cross and the one they did with oil gifts...
103057,es,"@JuanCarlosAnich De las putas, la merca y el delivery para remediar el bajón.",6,"['Annotator_337', 'Annotator_338', 'Annotator_339', 'Annotator_340', 'Annotator_341', 'Annotator_342']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'Venezuela', 'Spain', 'Mexico']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","['DIRECT', '-', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"de las putas, la merca y el delivery para remediar el bajón.","the whores, the merchant and the delivery to remedy the fall."
103058,es,Como putas me entra una tusa de algo que paso hace mas de 2 años jasjajs,6,"['Annotator_205', 'Annotator_206', 'Annotator_207', 'Annotator_208', 'Annotator_209', 'Annotator_210']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Mexico', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","['JUDGEMENTAL', 'JUDGEMENTAL', 'DIRECT', 'DIRECT', 'DIRECT', '-']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,como putas me entra una tusa de algo que paso hace mas de 2 años jasjajs,like whores comes in me a piece of something that happened more than 2 years ago jasjajs
103059,es,"A ver que muy guay el drama y eso, pero... que puto aburrimiento de debate, casi 3 putas horas dando vueltas al mismo tema... #TentacionesDBT11",6,"['Annotator_139', 'Annotator_140', 'Annotator_141', 'Annotator_142', 'Annotator_143', 'Annotator_144']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Multiracial', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Italy', 'Italy', 'Portugal', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","['-', '-', '-', '-', 'REPORTED', '-']","[['-'], ['-'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['-']]",TRAIN_ES,"a ver que muy guay el drama y eso, pero... que puto aburrimiento de debate, casi 3 putas horas dando vueltas al mismo tema... tentacionesdbt11","To see how very cool the drama and that, but... what a fucking boredom of debate, almost three fucking hours going around the same subject... temptationsdbt11"
103060,es,"@luanavolnovich HIJA DE RE MIL PUTAS, TODOS INFECTADOS Y VOS MOJANDO LA CONCHA DE VACACIONES!!! Y NO HAY ATENCION A LOS VIEJOS, YA VAS A TENER QUE VOLVER! SORETA",6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['YES', 'NO', 'YES', 'YES', 'NO', 'NO']","['DIRECT', '-', 'DIRECT', 'DIRECT', '-', '-']","[['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION'], ['-'], ['STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION'], ['-'], ['-']]",TRAIN_ES,"hija de re mil putas, todos infectados y vos mojando la concha de vacaciones!!! y no hay atencion a los viejos, ya vas a tener que volver! soreta","daughter of re a thousand whores, all infected and you wetting the shell for vacation!!! and no attention to the old ones, you will already have to come back!"
103061,es,@SpainPornStars La putofobia la llevas tan bien como la comprensión lectora. Nevermind pal. Esto me pasa por tratar de debatir con un anon.,6,"['Annotator_343', 'Annotator_344', 'Annotator_345', 'Annotator_346', 'Annotator_347', 'Annotator_348']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Portugal', 'Ireland', 'Italy', 'Spain']","['YES', 'NO', 'YES', 'NO', 'YES', 'NO']","['JUDGEMENTAL', '-', 'DIRECT', '-', 'DIRECT', '-']","[['OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,la putofobia la llevas tan bien como la comprensión lectora. nevermind pal. esto me pasa por tratar de debatir con un anon.,Fucking phobia takes you as well as reading comprehension. Nevermind pal. This happens to me by trying to debate with an anon.
103062,es,@MariaMidorika @avenaconfresas @amets_mex además el nivel de irrespeto y putofobia https://t.co/1MhKSePL9U,6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['NO', 'NO', 'YES', 'YES', 'NO', 'YES']","['-', '-', 'DIRECT', 'JUDGEMENTAL', '-', 'REPORTED']","[['-'], ['-'], ['UNKNOWN'], ['SEXUAL-VIOLENCE'], ['-'], ['OBJECTIFICATION']]",TRAIN_ES,además el nivel de irrespeto y putofobia,Plus the level of disrespect and fucking phobia.
103063,es,"Ay no, no usen el final de Kimetsu no Yaiba para sacar su putofobia https://t.co/6cEKyO0xpl",6,"['Annotator_229', 'Annotator_230', 'Annotator_231', 'Annotator_232', 'Annotator_233', 'Annotator_234']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Algeria', 'Mexico']","['YES', 'NO', 'YES', 'NO', 'YES', 'NO']","['DIRECT', '-', 'DIRECT', '-', 'JUDGEMENTAL', '-']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"ay no, no usen el final de kimetsu no yaiba para sacar su putofobia","Oh no, don't use the end of kimetsu no yaiba to get your fucking phobia out."
103064,es,Mejorar la calidad de vida de las personas trabajadoras sexuales NO es la política que busca que hagamos otra cosa. Eso es abolicionismo y salvacionismo. ¿Qué hay para las putas que nos quedamos putas? Ese abolicionismo silencioso es cómplice de la putofobia.,6,"['Annotator_277', 'Annotator_278', 'Annotator_279', 'Annotator_280', 'Annotator_281', 'Annotator_282']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Venezuela', 'Portugal', 'Portugal', 'Portugal']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'REPORTED', '-', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL']","[['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,mejorar la calidad de vida de las personas trabajadoras sexuales no es la política que busca que hagamos otra cosa. eso es abolicionismo y salvacionismo. qué hay para las putas que nos quedamos putas? ese abolicionismo silencioso es cómplice de la putofobia.,improving the quality of life of sex workers is not the policy that seeks us to do something else. that is abolitionism and salvationism. what is there for whores that we stay whores? that silent abolitionism is complicit in fucking phobia.
